#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
10,Fri Sep 13 17:28:35 EDT 2019,35,6,Assignment1Suite,ClearTest1+ InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
11,Fri Sep 13 17:30:52 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
12,Fri Sep 13 17:32:36 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
13,Fri Sep 13 17:33:10 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
14,Fri Sep 13 17:40:41 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
15,Fri Sep 13 17:41:23 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
16,Fri Sep 13 17:41:59 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
17,Fri Sep 13 17:42:48 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
18,Fri Sep 13 17:46:05 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
19,Fri Sep 13 17:47:41 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
20,Fri Sep 13 17:49:13 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
21,Fri Sep 13 17:50:34 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
22,Fri Sep 13 17:50:52 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
23,Fri Sep 13 17:51:35 EDT 2019,29,-6,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest2- , ,
24,Fri Sep 13 17:52:17 EDT 2019,41,12,Assignment1Suite,ClearTest1 InsertTest2+ InsertTest3 SizeTest0 SizeTest1 SizeTest2+ SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
25,Fri Sep 13 17:57:41 EDT 2019,35,-6,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2- RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
26,Fri Sep 13 17:57:57 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
27,Fri Sep 13 18:04:08 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
28,Fri Sep 13 18:06:22 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
29,Fri Sep 13 18:07:37 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
30,Fri Sep 13 18:08:55 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
31,Fri Sep 13 18:09:09 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
32,Fri Sep 13 18:09:26 EDT 2019,29,-6,Assignment1Suite,InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 ClearTest1- EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
33,Fri Sep 13 18:09:50 EDT 2019,35,6,Assignment1Suite,ClearTest1+ InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
34,Fri Sep 13 18:11:57 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
35,Fri Sep 13 18:21:20 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
36,Fri Sep 13 18:21:41 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
37,Fri Sep 13 18:22:31 EDT 2019,35,0,Assignment1Suite,ClearTest1 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
38,Fri Sep 13 18:24:24 EDT 2019,41,6,Assignment1Suite,ClearTest1 InsertTest2+ InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
39,Fri Sep 13 18:27:22 EDT 2019,41,0,Assignment1Suite,ClearTest1 InsertTest2 InsertTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,ClearTest0 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 , ,
40,Fri Sep 13 18:28:46 EDT 2019,64,23,Assignment1Suite,ClearTest0+ ClearTest1 InsertTest0+ InsertTest1+ InsertTest2 InsertTest3 RemoveTest3+ SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 RemoveTest0 RemoveTest1 RemoveTest2 , ,
41,Fri Sep 13 18:29:50 EDT 2019,64,0,Assignment1Suite,ClearTest0 ClearTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 GetTest1 RemoveTest0 RemoveTest1 RemoveTest2 , ,
42,Fri Sep 13 18:31:46 EDT 2019,70,6,Assignment1Suite,ClearTest0 ClearTest1 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
43,Fri Sep 13 18:33:08 EDT 2019,70,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
44,Fri Sep 13 18:34:54 EDT 2019,70,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
45,Fri Sep 13 18:35:50 EDT 2019,70,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
46,Fri Sep 13 18:36:09 EDT 2019,70,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
47,Fri Sep 13 18:36:19 EDT 2019,70,0,InsertTestSuite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
48,Fri Sep 13 18:37:56 EDT 2019,70,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
49,Fri Sep 13 18:42:38 EDT 2019,70,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
50,Fri Sep 13 18:44:07 EDT 2019,70,0,Assignment1Suite,ClearTest0 ClearTest1 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,EverythingTest0 GetTest0 RemoveTest0 RemoveTest1 RemoveTest2 , ,
51,Fri Sep 13 18:44:58 EDT 2019,94,24,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0+ GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0+ RemoveTest1+ RemoveTest2+ RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0 , ,
52,Fri Sep 13 18:46:28 EDT 2019,94,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0 , ,
53,Fri Sep 13 18:47:47 EDT 2019,94,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest1- , ,
54,Fri Sep 13 18:47:58 EDT 2019,88,-6,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0- GetTest1 , ,
55,Fri Sep 13 18:48:14 EDT 2019,94,6,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0 , ,
56,Fri Sep 13 18:49:19 EDT 2019,88,-6,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0 GetTest1- , ,
57,Fri Sep 13 18:49:46 EDT 2019,88,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0 GetTest1 , ,
58,Fri Sep 13 18:50:53 EDT 2019,88,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0 GetTest1 , ,
59,Fri Sep 13 18:53:37 EDT 2019,88,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0 GetTest1 , ,
60,Fri Sep 13 18:53:59 EDT 2019,94,6,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest1 , ,
61,Fri Sep 13 18:54:14 EDT 2019,88,-6,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0- GetTest1 , ,
62,Fri Sep 13 18:54:22 EDT 2019,88,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest0 GetTest1 , ,
63,Fri Sep 13 18:55:04 EDT 2019,94,6,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest1 , ,
64,Fri Sep 13 18:55:27 EDT 2019,94,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , ,GetTest1 , ,
65,Fri Sep 13 18:56:03 EDT 2019,100,6,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1+ InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
66,Fri Sep 13 19:22:52 EDT 2019,100,0,Assignment1Suite,ClearTest0 ClearTest1 EverythingTest0 GetTest0 GetTest1 InsertTest0 InsertTest1 InsertTest2 InsertTest3 RemoveTest0 RemoveTest1 RemoveTest2 RemoveTest3 SizeTest0 SizeTest1 SizeTest2 SizeTest3 , , , ,
